date,time,st,F_scale,Injuries,Fatalities,Loss,Length,Width,Day,Hour,F0,Fatal_Tornado
1962-07-14,20:00:00,KS,2,0,0,3,1,100,7,20,0,No
1962-07-14,19:00:00,TX,0,0,0,0,0.8,27,7,19,1,No
1962-07-14,18:00:00,TX,1,5,0,0,1,17,7,18,0,No
1962-07-14,17:15:00,OK,2,0,0,3,0.1,10,7,17,0,No
1962-07-14,15:45:00,MT,0,0,0,0,0.1,10,7,15,1,No
1962-07-15,01:00:00,MO,1,0,0,3,1,10,1,1,0,No
1962-07-17,22:00:00,WY,1,0,0,4,0.5,10,3,22,0,No
1962-07-17,16:00:00,NV,1,0,0,4,0.5,50,3,16,0,No
1962-07-18,19:20:00,ND,0,0,0,2,0.1,10,4,19,1,No
1962-07-18,18:00:00,MT,2,0,0,0,40.6,10,4,18,0,No
1962-07-18,17:00:00,ND,1,0,0,3,0.1,10,4,17,0,No
1962-07-18,16:30:00,CO,0,0,0,0,0.1,10,4,16,1,No
1962-07-18,15:58:00,OK,1,0,0,0,0.1,10,4,15,0,No
1962-07-20,16:45:00,OK,2,0,0,2,0.1,100,6,16,0,No
1962-07-20,16:10:00,IN,1,0,0,2,1.5,10,6,16,0,No
1962-07-20,16:00:00,OK,2,0,0,2,0.1,10,6,16,0,No
1962-07-20,16:00:00,CO,0,0,0,0,0.1,10,6,16,1,No
1962-07-20,15:00:00,IN,2,0,0,4,14.9,10,6,15,0,No
1962-07-20,14:30:00,FL,1,0,0,4,0.1,10,6,14,0,No
1962-07-20,10:50:00,OH,1,0,0,3,0.1,10,6,10,0,No
1962-07-21,20:30:00,NE,3,1,0,5,25.2,880,7,20,0,No
1962-07-21,17:00:00,MA,1,3,0,4,2.7,10,7,17,0,No
1962-07-21,15:00:00,NJ,0,0,0,0,0.1,10,7,15,1,No
1962-07-21,14:00:00,DE,1,0,0,4,1.2,100,7,14,0,No
1962-07-21,07:00:00,MO,1,1,0,4,10.6,100,7,7,0,No
1962-07-22,18:30:00,MT,1,0,0,3,0.1,10,1,18,0,No
1962-07-22,12:48:00,WI,2,0,0,4,0.1,33,1,12,0,No
1962-07-24,22:10:00,TX,1,0,0,0,4.9,33,3,22,0,No
1962-07-24,17:00:00,WI,2,0,0,4,1,50,3,17,0,No
1962-07-24,15:00:00,SC,1,0,0,3,1,80,3,15,0,No
1962-07-24,15:00:00,SC,1,0,0,3,1,80,3,15,0,No
1962-07-24,12:40:00,TX,0,0,0,0,14.9,10,3,12,1,No
1962-07-25,15:28:00,TX,0,0,0,0,6,20,4,15,1,No
1962-07-25,12:00:00,SC,0,0,0,0,0.5,13,4,12,1,No
1962-07-26,19:00:00,TX,2,0,0,0,0.1,10,5,19,0,No
1962-07-26,15:00:00,TX,0,0,0,0,0.1,10,5,15,1,No
1962-07-26,11:30:00,AZ,0,0,0,2,0.1,10,5,11,1,No
1962-07-27,17:57:00,NM,0,0,0,0,0.1,10,6,17,1,No
1962-07-27,15:05:00,WY,1,0,0,0,0.5,10,6,15,0,No
1962-07-28,18:20:00,CO,0,0,0,0,0.1,10,7,18,1,No
1962-07-28,17:30:00,KS,1,0,0,3,0.1,10,7,17,0,No
1962-07-28,12:20:00,OK,2,1,0,5,1,50,7,12,0,No
1962-07-29,12:48:00,CO,0,0,0,0,0.1,10,1,12,1,No
1962-07-30,15:34:00,ID,0,0,0,0,0.1,10,2,15,1,No
1962-08-01,17:15:00,TX,1,0,0,0,3.3,10,4,17,0,No
1962-08-01,13:00:00,OK,0,0,0,0,0.1,10,4,13,1,No
1962-08-02,21:14:00,TX,0,0,0,0,0.1,10,5,21,1,No
1962-08-02,16:00:00,NE,1,0,0,3,0.1,200,5,16,0,No
1962-08-02,11:30:00,TX,0,0,0,0,1,20,5,11,1,No
1962-08-04,20:45:00,MT,2,0,0,5,42.9,73,7,20,0,No
1962-08-04,15:30:00,NE,1,0,0,3,1.2,400,7,15,0,No
1962-08-05,15:30:00,ND,1,0,0,3,0.2,400,1,15,0,No
1962-08-06,19:40:00,KS,1,0,0,0,0.1,10,2,19,0,No
1962-08-06,19:40:00,KS,1,0,0,0,0.1,10,2,19,0,No
1962-08-06,19:00:00,KS,3,0,0,5,4.1,10,2,19,0,No
1962-08-06,18:40:00,KS,1,0,0,2,0.1,10,2,18,0,No
1962-08-06,18:40:00,KS,2,0,0,2,0.1,10,2,18,0,No
1962-08-06,18:40:00,KS,2,0,0,2,0.1,10,2,18,0,No
1962-08-06,17:40:00,KS,1,0,0,5,0.1,10,2,17,0,No
1962-08-06,17:40:00,KS,4,3,0,5,11,667,2,17,0,No
1962-08-06,03:15:00,SD,2,0,0,5,0.1,10,2,3,0,No
1962-08-07,22:00:00,MT,2,0,0,3,2,10,3,22,0,No
1962-08-07,13:30:00,NJ,2,0,0,5,2.5,250,3,13,0,No
1962-08-08,17:00:00,OK,0,0,0,0,0.1,10,4,17,1,No
1962-08-09,17:00:00,SD,1,0,0,2,10.4,20,5,17,0,No
1962-08-09,14:00:00,VA,2,0,0,5,22.2,10,5,14,0,No
1962-08-10,20:30:00,ND,0,0,0,0,0.1,10,6,20,1,No
1962-08-10,19:20:00,SD,1,0,0,0,0.1,10,6,19,0,No
1962-08-10,15:45:00,TX,1,6,0,0,0.8,17,6,15,0,No
1962-08-10,15:00:00,TX,1,0,0,0,1,23,6,15,0,No
1962-08-10,10:15:00,TX,0,0,0,0,0.8,17,6,10,1,No
1962-08-15,15:15:00,WI,1,0,0,4,50.9,400,4,15,0,No
1962-08-15,14:50:00,TX,1,0,0,0,1,440,4,14,0,No
1962-08-16,19:00:00,TX,1,0,0,0,0.8,13,5,19,0,No
1962-08-16,19:00:00,TX,1,0,0,0,1,33,5,19,0,No
1962-08-16,19:00:00,TX,1,0,0,0,1,17,5,19,0,No
1962-08-17,10:30:00,SC,1,0,0,4,1.5,10,6,10,0,No
1962-08-18,19:00:00,ND,1,0,0,3,0.1,10,7,19,0,No
1962-08-18,14:10:00,FL,0,0,0,0,0.1,10,7,14,1,No
1962-08-20,20:30:00,OH,2,20,4,6,0.5,500,2,20,0,Yes
1962-08-20,14:00:00,TX,2,0,0,0,1.5,43,2,14,0,No
1962-08-20,13:50:00,ME,2,0,0,3,0.1,27,2,13,0,No
1962-08-21,18:00:00,ND,1,0,0,4,0.1,10,3,18,0,No
1962-08-21,13:00:00,TX,1,0,0,3,1,50,3,13,0,No
1962-08-23,08:45:00,FL,0,0,0,1,0.1,10,5,8,1,No
1962-08-24,15:00:00,TX,1,0,0,0,1,27,6,15,0,No
1962-08-26,16:25:00,MI,1,0,0,4,0.5,10,1,16,0,No
1962-08-28,22:10:00,LA,1,30,2,5,0.5,50,3,22,0,Yes
1962-08-28,21:55:00,LA,0,0,0,0,0.5,33,3,21,1,No
1962-08-30,19:10:00,TX,1,0,0,0,0.1,50,5,19,0,No
1962-08-30,19:00:00,OK,1,0,0,4,0.1,10,5,19,0,No
1962-08-30,15:30:00,LA,0,0,0,3,1,117,5,15,1,No
1962-08-31,18:45:00,TX,1,0,0,0,1,13,6,18,0,No
1962-08-31,02:25:00,NM,0,0,0,0,0.1,10,6,2,1,No
1962-08-31,01:25:00,NM,0,0,0,0,0.1,10,6,1,1,No
1962-09-01,17:50:00,CO,0,0,0,0,0.1,10,7,17,1,No
1962-09-05,17:55:00,TX,0,0,0,0,2,33,4,17,1,No
1962-09-05,15:40:00,LA,1,0,0,0,0.5,33,4,15,0,No
1962-09-05,15:40:00,LA,1,0,0,0,0.5,33,4,15,0,No
1962-09-05,15:25:00,LA,1,0,0,0,0.5,33,4,15,0,No
1962-09-05,11:45:00,FL,0,0,0,0,0.1,10,4,11,1,No
1962-09-07,20:40:00,TX,2,1,0,5,2,167,6,20,0,No
1962-09-08,15:00:00,FL,0,0,0,0,0.1,10,7,15,1,No
1962-09-08,14:00:00,AR,1,0,0,0,1.5,40,7,14,0,No
1962-09-08,05:15:00,TX,1,0,0,2,1,33,7,5,0,No
1962-09-10,20:30:00,PA,1,0,0,5,1,10,2,20,0,No
1962-09-10,17:20:00,TX,0,0,0,0,0.1,10,2,17,1,No
1962-09-10,15:14:00,LA,0,0,0,0,2,33,2,15,1,No
1962-09-10,15:00:00,TX,0,0,0,0,1.8,33,2,15,1,No
1962-09-10,15:00:00,NY,0,0,0,2,0.5,100,2,15,1,No
1962-09-13,23:17:00,IN,2,0,0,4,1,27,5,23,0,No
1962-09-14,12:13:00,LA,0,0,0,0,1,33,6,12,1,No
1962-09-15,18:45:00,SD,1,0,0,3,0.3,10,7,18,0,No
1962-09-16,04:16:00,MN,2,0,0,4,3,33,1,4,0,No
1962-09-16,04:10:00,MN,4,34,0,5,0.5,33,1,4,0,No
1962-09-17,16:10:00,TX,1,0,0,4,0.4,33,2,16,0,No
1962-09-17,13:20:00,TX,1,0,0,0,0.8,27,2,13,0,No
1962-09-21,13:25:00,ID,0,0,0,0,0.1,10,6,13,1,No
1962-09-28,19:57:00,WA,1,0,0,5,0.1,30,6,19,0,No
1962-10-04,15:50:00,MN,0,0,0,0,0.1,10,5,15,1,No
1962-10-04,15:20:00,WI,1,0,0,4,0.5,10,5,15,0,No
1962-10-06,20:00:00,MO,1,0,0,5,5.1,50,7,20,0,No
1962-10-08,18:30:00,LA,0,0,0,3,0.5,33,2,18,1,No
1962-10-10,08:30:00,WI,1,0,0,4,3.3,400,4,8,0,No
1962-10-12,15:30:00,MA,2,0,0,4,4.1,133,6,15,0,No
1962-10-14,18:30:00,TX,1,0,0,0,0.5,27,1,18,0,No
1962-10-17,12:20:00,AZ,0,0,0,0,0.1,10,4,12,1,No
1962-10-17,08:10:00,AZ,1,0,0,3,2,200,4,8,0,No
1962-10-27,15:30:00,NM,0,0,0,4,0.1,10,7,15,1,No
1962-10-28,11:45:00,TX,1,0,0,4,3,100,1,11,0,No
1962-11-09,20:00:00,MD,1,0,0,4,0.5,50,6,20,0,No
1962-11-09,03:00:00,FL,1,1,0,3,1,10,6,3,0,No
1962-11-11,21:30:00,MS,2,0,0,5,0.1,10,1,21,0,No
1962-11-21,20:45:00,FL,2,0,0,5,3.6,70,4,20,0,No
1962-11-21,15:00:00,GA,1,0,0,4,1,33,4,15,0,No
1962-12-02,07:15:00,TX,1,0,0,3,0.4,50,1,7,0,No
1962-12-03,18:30:00,MS,1,0,0,0,0.1,230,2,18,0,No
1963-01-10,23:55:00,TN,3,4,0,6,4,400,5,23,0,No
1963-01-11,23:35:00,IN,2,0,0,4,5.1,150,6,23,0,No
1963-01-11,17:30:00,GA,2,0,0,4,5.2,40,6,17,0,No
1963-01-11,11:45:00,LA,1,3,0,4,15.7,100,6,11,0,No
1963-01-13,05:00:00,GA,2,0,0,4,1,300,1,5,0,No
1963-01-19,13:00:00,AL,2,0,0,3,3.3,10,7,13,0,No
1963-01-20,21:25:00,NC,1,0,0,4,0.1,10,1,21,0,No
1963-01-20,18:00:00,GA,2,0,0,4,2,10,1,18,0,No
1963-01-20,18:00:00,GA,1,0,0,5,1,30,1,18,0,No
1963-01-20,16:30:00,GA,1,0,0,5,8.2,33,1,16,0,No
1963-01-20,16:30:00,GA,2,1,0,4,7.9,33,1,16,0,No
1963-01-20,16:00:00,GA,2,2,0,4,0.5,30,1,16,0,No
1963-01-20,16:00:00,GA,1,4,1,6,70.2,500,1,16,0,Yes
1963-01-20,16:00:00,GA,1,0,0,0,0,0,1,16,0,No
1963-01-20,15:50:00,GA,2,1,0,5,16.4,400,1,15,0,No
1963-01-20,15:00:00,AL,1,0,0,5,14.1,10,1,15,0,No
1963-02-19,08:25:00,FL,1,0,0,2,0.1,10,3,8,0,No
1963-02-19,07:25:00,FL,2,0,0,5,0.2,10,3,7,0,No
1963-02-19,07:00:00,NC,1,0,0,3,0.3,17,3,7,0,No
1963-02-19,06:40:00,FL,2,0,0,5,0.1,10,3,6,0,No
1963-02-24,08:50:00,GA,2,0,0,3,1,33,1,8,0,No
1963-03-01,00:46:00,HI,1,0,0,4,0.1,100,6,0,0,No
1963-03-04,11:45:00,MO,1,0,0,4,0.8,17,2,11,0,No
1963-03-04,09:00:00,MO,1,0,0,4,0.2,17,2,9,0,No
1963-03-04,08:30:00,MO,1,0,0,4,0.3,30,2,8,0,No
1963-03-04,05:25:00,OK,1,0,0,5,8,10,2,5,0,No
1963-03-05,17:55:00,GA,1,2,0,5,14.2,400,3,17,0,No
1963-03-05,16:55:00,AL,1,3,0,4,7.1,10,3,16,0,No
1963-03-05,16:55:00,AL,1,5,0,5,21.3,400,3,16,0,No
1963-03-05,15:35:00,AL,4,35,0,5,14.9,667,3,15,0,No
1963-03-10,22:13:00,TX,1,0,0,3,1,17,1,22,0,No
1963-03-10,22:00:00,TX,1,0,0,2,0.5,200,1,22,0,No
1963-03-11,21:00:00,TN,2,1,1,5,6.2,200,2,21,0,Yes
1963-03-11,20:45:00,AL,2,4,0,5,32.2,333,2,20,0,No
1963-03-11,19:20:00,MS,2,5,0,5,2,23,2,19,0,No
1963-03-11,19:00:00,TN,2,6,0,5,14.7,200,2,19,0,No
1963-03-11,18:00:00,TN,2,0,0,5,5.2,100,2,18,0,No
1963-03-11,17:40:00,AL,2,3,1,6,47.2,10,2,17,0,Yes
1963-03-11,17:25:00,AL,2,0,0,4,0.1,10,2,17,0,No
1963-03-11,17:25:00,MS,4,7,2,4,45.2,440,2,17,0,Yes
1963-03-11,17:00:00,TN,2,5,0,5,29.1,100,2,17,0,No
1963-03-11,16:20:00,TN,2,0,0,4,2,100,2,16,0,No
1963-03-11,15:10:00,TN,2,1,0,5,10.3,300,2,15,0,No
1963-03-11,14:00:00,AL,4,6,2,6,28,880,2,14,0,Yes
1963-03-11,14:00:00,AL,1,0,0,4,0.1,10,2,14,0,No
1963-03-11,14:00:00,AL,2,0,0,4,0.1,440,2,14,0,No
1963-03-11,00:15:00,TX,3,0,0,5,2,33,2,0,0,No
1963-03-12,16:25:00,AL,1,0,0,4,9.1,10,3,16,0,No
1963-03-16,17:20:00,IN,2,0,0,3,1,800,7,17,0,No
1963-03-16,15:00:00,IN,2,0,0,4,1,100,7,15,0,No
1963-03-16,14:30:00,IL,3,0,0,4,0.3,30,7,14,0,No
1963-03-16,13:30:00,IA,1,0,0,1,4.5,10,7,13,0,No
1963-03-16,13:30:00,IA,2,0,0,3,2,250,7,13,0,No
1963-03-16,13:00:00,IA,1,0,0,4,4.7,300,7,13,0,No
1963-03-16,12:30:00,AR,2,0,0,4,5.4,440,7,12,0,No
1963-03-16,12:15:00,IA,2,0,0,4,2,200,7,12,0,No
1963-03-17,10:00:00,GA,1,0,0,4,26.8,150,1,10,0,No
1963-03-17,10:00:00,AL,3,4,0,0,2.7,100,1,10,0,No
1963-03-18,17:30:00,OK,2,0,0,3,0.1,10,2,17,0,No
1963-03-19,18:30:00,TN,2,1,0,4,3.6,200,3,18,0,No
1963-03-19,18:15:00,TN,2,3,0,5,3.3,150,3,18,0,No
1963-03-19,16:00:00,KY,1,4,0,4,0.1,10,3,16,0,No
1963-03-19,15:00:00,IN,1,0,2,3,0.1,10,3,15,0,Yes
1963-03-19,14:30:00,IN,2,0,0,4,2.3,100,3,14,0,No
1963-03-19,14:16:00,IN,2,0,0,5,2.5,300,3,14,0,No
1963-03-19,14:00:00,IN,2,0,0,5,0.1,10,3,14,0,No
1963-03-19,12:40:00,TN,2,0,0,5,14,1000,3,12,0,No
1963-03-26,17:10:00,GA,2,0,0,4,1,33,3,17,0,No
1963-03-26,14:15:00,GA,1,0,0,4,1.5,200,3,14,0,No
1963-03-27,18:30:00,PA,2,0,0,4,17,20,4,18,0,No
1963-03-28,00:30:00,HI,1,1,0,4,0.1,10,5,0,0,No
1963-03-30,16:30:00,OK,1,0,0,3,2,50,7,16,0,No
1963-04-03,01:10:00,KS,2,0,0,3,0.3,77,4,1,0,No
1963-04-05,21:00:00,TX,2,0,0,3,1,33,6,21,0,No
1963-04-06,17:30:00,GA,2,0,0,4,8,300,7,17,0,No
1963-04-06,16:00:00,GA,2,0,0,4,0.8,37,7,16,0,No
1963-04-06,10:45:00,MS,1,3,0,4,0.1,10,7,10,0,No
1963-04-06,09:50:00,MS,1,0,0,4,0.1,10,7,9,0,No
1963-04-17,18:20:00,MI,3,1,0,5,0.5,67,4,18,0,No
1963-04-17,18:13:00,MI,1,0,1,4,1,10,4,18,0,Yes
1963-04-17,17:45:00,IN,2,0,0,5,11.1,10,4,17,0,No
1963-04-17,17:45:00,MO,0,0,0,3,0.2,10,4,17,1,No
1963-04-17,17:00:00,IN,4,20,0,0,32.1,130,4,17,0,No
1963-04-17,16:50:00,IN,2,0,0,5,13,10,4,16,0,No
1963-04-17,15:55:00,IL,4,50,1,6,25.2,130,4,15,0,Yes
1963-04-17,15:55:00,IL,4,70,1,6,57.3,130,4,15,0,Yes
1963-04-18,17:30:00,IL,2,0,0,4,0.1,10,5,17,0,No
1963-04-18,17:26:00,IA,1,0,0,5,14.4,300,5,17,0,No
1963-04-18,17:10:00,IA,2,0,0,4,1.9,200,5,17,0,No
1963-04-18,17:00:00,IA,2,0,0,4,0.1,200,5,17,0,No
1963-04-19,21:30:00,OH,2,0,0,4,0.1,10,6,21,0,No
1963-04-19,20:00:00,IN,1,0,0,4,11.9,100,6,20,0,No
1963-04-19,17:45:00,IL,2,0,0,5,0.1,10,6,17,0,No
1963-04-19,17:00:00,IN,3,0,0,5,85.3,1400,6,17,0,No
1963-04-19,16:30:00,IN,2,0,0,5,14.5,1300,6,16,0,No
1963-04-19,16:00:00,OH,2,0,0,5,15.3,10,6,16,0,No
1963-04-19,15:20:00,OH,1,0,0,6,0.1,10,6,15,0,No
1963-04-19,15:20:00,OH,2,0,0,6,0.1,10,6,15,0,No
1963-04-19,15:20:00,OH,1,0,0,6,0.1,10,6,15,0,No
1963-04-19,15:00:00,IN,2,12,0,6,7.9,250,6,15,0,No
1963-04-19,14:50:00,IL,2,10,0,5,6.9,250,6,14,0,No
1963-04-19,14:50:00,IL,2,22,0,5,14.8,250,6,14,0,No
1963-04-19,14:30:00,OH,0,0,0,4,0.1,10,6,14,1,No
1963-04-19,14:15:00,OH,1,1,0,4,0.1,10,6,14,0,No
1963-04-19,14:00:00,OH,2,0,0,5,0.1,10,6,14,0,No
1963-04-19,13:40:00,KY,1,0,0,5,0.1,10,6,13,0,No
1963-04-19,13:40:00,OH,1,0,0,4,0.1,10,6,13,0,No
1963-04-19,13:20:00,OH,1,0,0,4,0.1,10,6,13,0,No
1963-04-19,12:00:00,KY,1,0,0,4,0.1,100,6,12,0,No
1963-04-20,15:00:00,AL,1,0,0,2,0.1,10,7,15,0,No
1963-04-21,22:50:00,KY,2,3,0,4,2,200,1,22,0,No
1963-04-21,16:30:00,PA,1,0,0,2,0.2,150,1,16,0,No
1963-04-22,20:28:00,IN,3,20,0,6,0.3,200,2,20,0,No
1963-04-22,20:15:00,IN,2,0,0,3,1,100,2,20,0,No
1963-04-22,19:30:00,IN,3,0,0,1,0.1,1600,2,19,0,No
1963-04-22,18:30:00,IL,3,40,0,4,38.6,1600,2,18,0,No
1963-04-22,18:30:00,IL,3,40,0,4,38.6,1600,2,18,0,No
1963-04-22,18:00:00,IL,3,5,0,5,31.8,200,2,18,0,No
1963-04-22,17:30:00,IL,3,5,1,5,42.9,10,2,17,0,Yes
1963-04-22,17:30:00,TX,2,0,0,5,7.7,1760,2,17,0,No
1963-04-22,00:30:00,MO,1,0,0,4,0.2,17,2,0,0,No
1963-04-24,18:30:00,OK,0,0,0,0,0.1,10,4,18,1,No
1963-04-26,15:00:00,TX,1,0,0,0,13.3,33,6,15,0,No
1963-04-26,15:00:00,TX,2,0,0,0,19,67,6,15,0,No
1963-04-26,15:00:00,TX,1,0,0,0,3,33,6,15,0,No
1963-04-28,20:30:00,TX,2,3,0,4,0.5,50,1,20,0,No
1963-04-28,17:00:00,NE,2,0,0,4,3,400,1,17,0,No
1963-04-28,16:45:00,NE,0,0,0,0,1.5,10,1,16,1,No
1963-04-28,16:45:00,KS,1,0,0,0,0.1,10,1,16,0,No
1963-04-28,16:45:00,KS,1,0,0,0,0.1,10,1,16,0,No
1963-04-28,16:30:00,NE,1,0,0,0,1.3,180,1,16,0,No
1963-04-28,16:10:00,KS,2,0,0,2,15.4,100,1,16,0,No
1963-04-28,16:00:00,NE,2,0,0,4,13.1,300,1,16,0,No
1963-04-28,15:00:00,TX,0,0,0,0,0.1,10,1,15,1,No
1963-04-28,15:00:00,TX,2,0,0,0,0.1,10,1,15,0,No
1963-04-28,15:00:00,NE,3,8,1,4,4.9,300,1,15,0,Yes
1963-04-28,12:30:00,TX,1,0,0,3,1,880,1,12,0,No
1963-04-29,22:00:00,TN,2,0,0,4,5.1,50,2,22,0,No
1963-04-29,21:00:00,IN,1,1,0,3,0.1,10,2,21,0,No
1963-04-29,20:30:00,KY,2,0,0,4,0.1,10,2,20,0,No
1963-04-29,20:10:00,KY,2,0,0,5,0.1,300,2,20,0,No
1963-04-29,19:55:00,AL,2,17,0,5,15.5,10,2,19,0,No
1963-04-29,19:25:00,KY,3,0,0,5,13.7,200,2,19,0,No
1963-04-29,19:00:00,IN,3,0,0,5,23.9,50,2,19,0,No
1963-04-29,18:49:00,IN,3,0,0,4,23.1,10,2,18,0,No
1963-04-29,18:45:00,MS,1,0,0,0,0.1,10,2,18,0,No
1963-04-29,18:45:00,LA,1,0,0,5,7.6,150,2,18,0,No
1963-04-29,18:15:00,AL,2,0,0,5,9.8,400,2,18,0,No
1963-04-29,18:15:00,MS,4,20,3,5,4.7,1000,2,18,0,Yes
1963-04-29,18:10:00,TN,3,6,3,5,9.3,300,2,18,0,Yes
1963-04-29,18:00:00,IN,3,0,0,5,5.6,100,2,18,0,No
1963-04-29,17:30:00,AL,2,0,0,5,10.6,600,2,17,0,No
1963-04-29,17:30:00,MO,1,0,0,3,0.5,33,2,17,0,No
1963-04-29,16:20:00,AL,2,4,0,4,0.1,10,2,16,0,No
1963-04-29,16:00:00,MO,2,3,1,4,10.7,50,2,16,0,Yes
1963-04-29,15:45:00,MO,0,0,0,3,0.2,17,2,15,1,No
1963-04-29,15:20:00,MS,3,10,5,5,5.7,440,2,15,0,Yes
1963-04-29,15:00:00,AL,2,0,0,4,0.1,10,2,15,0,No
1963-04-29,13:45:00,LA,1,0,0,5,8.4,200,2,13,0,No
1963-04-30,17:30:00,SC,1,0,0,1,1,50,3,17,0,No
1963-04-30,06:30:00,FL,2,0,0,5,61,10,3,6,0,No
1963-04-30,06:00:00,AL,2,0,0,4,11.7,10,3,6,0,No
1963-05-03,19:40:00,IA,1,0,0,4,1.9,200,6,19,0,No
1963-05-04,21:00:00,MO,1,0,0,4,0.5,17,7,21,0,No
1963-05-04,19:00:00,TX,0,0,0,0,1,17,7,19,1,No
1963-05-04,17:40:00,KS,1,0,0,2,0.1,10,7,17,0,No
1963-05-04,15:00:00,TX,0,0,0,0,1,10,7,15,1,No
1963-05-05,15:00:00,TX,0,0,0,0,0.1,10,1,15,1,No
1963-05-05,12:30:00,TX,0,0,0,0,1.5,13,1,12,1,No
1963-05-05,02:00:00,TX,0,0,0,0,0.5,17,1,2,1,No
1963-05-09,20:00:00,IA,2,0,0,5,13.1,400,5,20,0,No
1963-05-09,18:30:00,IA,0,0,0,0,0.1,10,5,18,1,No
1963-05-09,16:00:00,NH,1,0,0,5,10.1,20,5,16,0,No
1963-05-11,16:30:00,TX,0,0,0,0,0.1,50,7,16,1,No
1963-05-12,18:45:00,IA,1,0,0,4,0.1,10,1,18,0,No
1963-05-12,15:45:00,IA,2,0,0,4,15.2,50,1,15,0,No
1963-05-12,15:30:00,NE,3,0,0,4,12.8,10,1,15,0,No
1963-05-14,22:00:00,NE,1,0,0,5,1,50,3,22,0,No
1963-05-14,16:15:00,ME,2,0,0,3,0.5,50,3,16,0,No
1963-05-14,16:00:00,NH,2,0,0,4,8.2,50,3,16,0,No
1963-05-14,16:00:00,NH,2,0,0,4,8.7,50,3,16,0,No
1963-05-15,14:30:00,NE,1,0,0,3,0.2,10,4,14,0,No
1963-05-15,02:10:00,MO,1,0,0,4,0.5,17,4,2,0,No
1963-05-15,02:00:00,MO,1,0,0,2,0.2,10,4,2,0,No
1963-05-15,00:01:00,MO,1,0,0,2,0.3,10,4,0,0,No
1963-05-16,16:30:00,MO,2,0,0,5,4.9,50,5,16,0,No
1963-05-17,22:25:00,NC,1,2,0,4,0.3,50,6,22,0,No
1963-05-17,22:00:00,NC,2,2,0,5,8.9,50,6,22,0,No
1963-05-17,16:00:00,NC,2,0,0,4,1,50,6,16,0,No
1963-05-19,15:00:00,TX,0,0,0,0,0.5,10,1,15,1,No
1963-05-19,14:45:00,ME,1,0,0,3,1.5,100,1,14,0,No
1963-05-20,19:00:00,GA,1,0,0,4,0.2,33,2,19,0,No
1963-05-20,14:55:00,MA,2,0,0,3,0.3,50,2,14,0,No
1963-05-20,14:30:00,MA,2,0,0,4,1.5,33,2,14,0,No
1963-05-20,14:10:00,MA,2,0,0,4,3.8,17,2,14,0,No
1963-05-20,14:00:00,NH,1,0,0,3,8.5,77,2,14,0,No
1963-05-20,13:45:00,NH,3,0,0,4,14,100,2,13,0,No
1963-05-20,13:30:00,MA,2,0,0,4,0.1,17,2,13,0,No
1963-05-20,10:30:00,NC,1,0,0,3,0.3,10,2,10,0,No
1963-05-21,18:11:00,TX,3,0,0,4,5.9,50,3,18,0,No
1963-05-22,17:15:00,SC,1,0,0,2,0.5,100,4,17,0,No
1963-05-25,18:30:00,KS,2,2,0,0,0.1,10,7,18,0,No
1963-05-25,18:30:00,KS,0,0,0,3,0.1,10,7,18,1,No
1963-05-26,19:00:00,KS,2,0,0,4,19.6,27,1,19,0,No
1963-05-26,18:15:00,OK,3,2,0,3,0.1,10,1,18,0,No
1963-05-26,18:00:00,OK,2,0,0,3,0.1,10,1,18,0,No
1963-05-26,17:30:00,OK,2,0,0,3,2.5,10,1,17,0,No
1963-05-26,17:00:00,OK,3,5,0,3,0.1,10,1,17,0,No
1963-05-26,16:45:00,OK,1,0,0,3,5.7,333,1,16,0,No
1963-05-26,15:45:00,OK,3,4,1,3,34.3,10,1,15,0,Yes
1963-05-26,15:40:00,OK,1,0,0,1,1,10,1,15,0,No
1963-05-26,15:36:00,OK,1,0,0,1,0.1,10,1,15,0,No
1963-05-26,15:35:00,OK,1,0,0,1,8.6,100,1,15,0,No
1963-05-26,14:55:00,KS,0,0,0,0,0.1,10,1,14,1,No
1963-05-26,01:50:00,OK,1,0,0,4,0.1,10,1,1,0,No
1963-05-26,01:30:00,OK,1,0,0,3,0.1,10,1,1,0,No
1963-05-27,19:00:00,TX,0,0,0,0,0.5,17,2,19,1,No
1963-05-27,19:00:00,TX,0,0,0,0,0.1,10,2,19,1,No
1963-05-27,18:00:00,OH,2,0,0,4,1,10,2,18,0,No
1963-05-27,16:00:00,IN,1,0,0,4,0.8,10,2,16,0,No
1963-05-27,16:00:00,OH,1,0,0,4,0.1,10,2,16,0,No
1963-05-27,07:10:00,AL,2,0,0,4,0.1,10,2,7,0,No
1963-05-28,16:00:00,NM,0,0,0,0,0.1,10,3,16,1,No
1963-05-29,20:20:00,TX,0,0,0,0,0.5,33,4,20,1,No
1963-05-29,18:30:00,TX,2,1,0,0,10.3,67,4,18,0,No
1963-05-29,18:00:00,TX,0,0,0,0,0.5,17,4,18,1,No
1963-05-29,18:00:00,TX,2,0,0,0,1,1320,4,18,0,No
1963-05-29,15:45:00,FL,2,2,0,5,0.1,30,4,15,0,No
1963-05-30,17:23:00,FL,1,0,0,3,0.1,10,5,17,0,No
1963-05-30,16:00:00,NM,0,0,0,0,0.1,10,5,16,1,No
1963-05-30,01:44:00,TX,0,0,0,0,0.5,100,5,1,1,No
1963-05-31,16:00:00,TX,0,0,0,0,1,13,6,16,1,No
