Response_id,Age,Education,Marital_Statu,Generation,Employment_Status,Hours_Worked,Money_Motivate,Student,Credit_Hours,Hours_Study,Exercise,Hours_Exercise,Hours_Eat_Drink,Sleep,Leisure,Phone,Blood,Life_Expectation,Energy,Children_Finance,Money_EatingOut,Smartphone_Purchase,Facebook,Instagram,SnapChat,Twitter,YouTube,LinkedIn,WhatsApp,TikTok,Pinterest,BeReal,Hours_SocialMedia,Politics
1378385,51,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,No,"","",Yes,4,2,7,2,3.5,Yes,...better.,Very important,Worse off,100,Yes,1,0,0,0,1,0,1,1,0,0,1,More
1378969,27,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Somewhat,No,"","",Yes,5,2,8,2,4,No,...better.,Somewhat important,Better off,200,Yes,0,1,1,0,1,1,1,1,1,0,2,More
1379659,29,Graduate or Professional Degree,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),80,Not at all,No,"","",Yes,20,1,4,3,1,Yes,...about the same.,Extremely important,Worse off,2,Yes,0,1,0,0,1,0,0,0,0,0,1,More
1379948,24,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),50,Somewhat,No,"","",Yes,4,2,7,2,2,No,...about the same.,Somewhat important,About the same,50,Yes,1,1,1,0,0,1,0,1,0,1,2,More
1380078,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),5,Sole motivating factor,Yes,18,20,Yes,7,2,8,1,2,No,...about the same.,Somewhat important,Worse off,100,Yes,0,1,1,1,1,1,1,0,0,0,1,More
1380082,53,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",Yes,6,2,7,3,2,No,...better.,Somewhat important,Worse off,200,Yes,1,0,0,1,1,1,0,1,1,0,2,More
1380083,51,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),38,Somewhat,No,"","",Yes,3,1,7,3,1,No,...better.,Somewhat important,About the same,200,Yes,1,1,0,0,1,0,0,0,0,0,1,More
1380085,37,Some College,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),45,Sole motivating factor,No,"","",Yes,4,2,8,1,6,No,...better.,Not too important,Better off,150,Yes,0,1,1,1,0,1,0,1,0,0,3,Less
1380086,22,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,13,8,Yes,8,1.5,7,2,4,No,...better.,Extremely important,About the same,80,Yes,1,1,1,1,1,1,0,1,0,0,3,More
1380088,51,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),60,Sole motivating factor,No,"","",Yes,6,3,6,4,5,No,...better.,Not too important,Worse off,400,Yes,0,0,0,1,1,1,0,0,0,0,1,More
1380089,35,Some College,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),60,Somewhat,No,"","",Yes,4,2,6,4,3,Yes,...better.,Somewhat important,About the same,200,Yes,1,1,1,0,0,1,0,0,1,0,2,More
1380091,73,Some College,Married,Baby Boomers (Born 1946-1964),Retired,"","",No,"","",Yes,"",1.5,6,5,1,No,...about the same.,Very important,Better off,0,No,1,0,0,0,1,0,0,0,0,0,1,More
1380097,58,Some College,Married,Baby Boomers (Born 1946-1964),Employed Part-Time (not self-employed),20,Not at all,No,"","",Yes,5,2,7,2,2,No,...about the same.,Somewhat important,About the same,100,Yes,1,1,0,0,0,0,0,0,1,0,1,More
1380099,40,Bachelor's Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",Yes,3,2,7,4,3,No,...better.,Somewhat important,Worse off,150,Yes,1,0,0,0,0,0,0,0,0,0,2,More
1380105,65,Some College,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),35,Somewhat,No,"","",Yes,5,2,7,2,4,No,...better.,Somewhat important,Worse off,100,No,0,0,0,0,0,1,1,0,0,0,0,More
1380106,56,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Self-Employed,15,Somewhat,No,"","",Yes,9,2,9,5,14,No,...better.,Not too important,Worse off,65,Yes,1,0,0,0,1,0,1,0,0,1,1,More
1380108,51,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),65,Somewhat,No,"","",Yes,6,2,7,1,1,No,...better.,Somewhat important,Worse off,600,Yes,1,0,1,0,0,1,1,0,1,0,1,More
1380109,53,High School Diploma,Married,Generation X (Born 1965-1980),Retired,"","",No,"","",Yes,3,5,6,3,3,No,...better.,Somewhat important,Better off,200,Yes,1,1,0,0,1,0,0,1,1,0,3,More
1380118,56,Some College,Married,Generation X (Born 1965-1980),Retired,"","",No,"","",Yes,6,3,7,4,2,Yes,...about the same.,Not too important,About the same,200,No,1,0,0,0,1,0,0,0,0,0,2,More
1380130,50,Graduate or Professional Degree,Never been married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),45,Somewhat,No,"","",Yes,5,1,6,3,1,No,...better.,Somewhat important,Worse off,50,Yes,0,0,0,0,0,0,1,0,0,0,0,More
1380132,42,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),45,Somewhat,No,"","",Yes,8,0.5,8,3,0.5,No,...better.,Not too important,Worse off,50,Yes,0,1,0,0,0,1,0,0,0,0,0.5,More
1380162,55,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Unemployed...not seeking employment,"","",No,"","",No,"",3,8,8,4,No,...better.,Very important,About the same,1000,Yes,1,0,0,0,0,0,0,1,1,0,1,More
1380167,59,Some College,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),35,Sole motivating factor,No,"","",Yes,5,2,7,1,1,No,...better.,Very important,Better off,60,Yes,0,1,0,0,0,0,1,1,0,0,1,More
1380169,42,Graduate or Professional Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,3,2,7,1,2,No,...better.,Very important,Better off,10,Yes,1,1,0,0,1,0,1,0,1,0,1,More
1380175,56,Bachelor's Degree,Married,Generation X (Born 1965-1980),Unemployed...not seeking employment,"","",No,"","",Yes,10,3,8,4,4,Yes,...about the same.,Very important,About the same,50,Yes,1,0,0,0,1,0,0,0,0,0,0,More
1380176,65,Some College,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",No,"",2,8,3,1,No,...better.,Very important,Worse off,20,Yes,1,1,0,0,1,0,0,0,1,0,1,More
1380182,56,Bachelor's Degree,Divorced/Separated,Generation X (Born 1965-1980),Unemployed...seeking employment,"","",No,"","",Yes,4,2,7,2,1,No,...about the same.,Somewhat important,Better off,0,No,1,1,1,0,0,1,0,1,0,0,1,More
1380219,77,Bachelor's Degree,Married,Baby Boomers (Born 1946-1964),Retired,"","",No,"","",No,"",2,7,10,1,No,...about the same.,Not too important,Worse off,150,Yes,1,0,0,0,0,0,0,0,0,0,0,More
1380245,36,High School Diploma,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),36,Somewhat,No,"","",No,"",2,8,0,12,No,...about the same.,Very important,Worse off,100,Yes,0,1,1,0,0,0,0,0,0,0,1,More
1380248,70,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Retired,"","",No,"","",Yes,"",12,7,6,2,No,...about the same.,Somewhat important,Better off,200,No,0,0,0,0,0,1,0,0,0,0,0,More
1380251,54,Some College,Married,Generation X (Born 1965-1980),Unemployed...not seeking employment,"","",No,"","",No,"",2,9,14,3,No,...better.,Not too important,About the same,500,Yes,1,1,0,1,0,0,0,0,1,0,2,More
1380256,47,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Not at all,No,"","",Yes,5,1,7,2,2,Yes,...better.,Not too important,Better off,50,Yes,0,1,0,0,0,1,0,0,1,0,1,More
1380513,52,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),60,Somewhat,No,"","",Yes,10,2,5,2,0,No,...better.,Not too important,Worse off,0,No,1,0,0,0,0,0,0,0,0,0,0,More
1380572,56,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),45,Somewhat,No,"","",No,"",1,6,4,1,No,...better.,Not too important,Worse off,700,Yes,1,1,0,1,0,1,1,0,0,0,1,More
1380951,72,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),44,Not at all,No,"","",Yes,3,2,7,2,1,No,...about the same.,Somewhat important,Worse off,0,No,1,0,0,0,0,0,0,0,0,0,0.25,More
1386443,34,High School Diploma,Married,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",No,"","",Yes,5,2,8,2,2,No,...about the same.,Somewhat important,About the same,200,Yes,1,1,0,0,0,0,0,0,1,0,2,More
1387736,68,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,5,2,6,3,4,No,...about the same.,Very important,About the same,100,Yes,1,0,0,0,1,0,0,0,0,0,4,More
1388402,63,Bachelor's Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),50,Not at all,No,"","",No,"",1,8,3,1,No,...better.,Very important,Better off,0,No,0,0,0,0,1,0,0,0,0,0,0,More
1388445,36,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),60,Somewhat,No,"","",Yes,7,2,6,2,1,No,...about the same.,Not too important,Worse off,0,Yes,0,0,0,0,1,1,0,0,0,0,0,More
1388566,58,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1,7,5,1,No,...about the same.,Somewhat important,About the same,100,No,1,1,0,1,1,0,0,1,0,0,0.5,More
1388597,35,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1,8,4,5,No,...better.,Not too important,About the same,40,Yes,1,0,0,0,1,0,0,0,0,0,1,More
1388599,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,15,6,Yes,5,5,7,4,4,No,...better.,Extremely important,Better off,25,No,0,1,0,1,1,0,0,0,1,0,3,More
1388648,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,14,20,Yes,10,2,7,3,7,No,...better.,Somewhat important,Worse off,0,Yes,1,1,1,0,0,0,0,0,0,0,2,More
1388752,72,Graduate or Professional Degree,Widowed,Baby Boomers (Born 1946-1964),Employed Part-Time (not self-employed),12,Somewhat,No,"","",No,"",2,6,4,1,No,...about the same.,Very important,Worse off,2,No,1,0,0,0,0,0,0,0,1,0,2,More
1389021,55,Bachelor's Degree,Married,Generation X (Born 1965-1980),Retired,"","",No,"","",Yes,5,2,7,2,2,No,...about the same.,Very important,Worse off,100,Yes,1,1,1,0,1,1,0,0,1,0,1,More
1389024,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Not at all,Yes,12,6,No,3,2,8,4,6,No,...better.,Somewhat important,About the same,30,Yes,1,1,1,1,1,0,0,0,1,0,2,More
1389025,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),24,Sole motivating factor,Yes,8,20,No,"",4,9,4,6,No,...better.,Extremely important,Worse off,120,Yes,1,1,1,0,1,0,0,1,1,0,3,Less
1389026,22,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,9,15,Yes,"",1.5,9,5,1,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,0,0,0,0,1,More
1389034,20,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,13,15,No,"",8,8,3,5,No,...better.,Somewhat important,Better off,50,Yes,1,1,1,1,1,0,0,1,1,0,3,More
1389119,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),80,Sole motivating factor,Yes,16,25,Yes,6,3,4,0.5,10,No,...better.,Not too important,Better off,0,Yes,1,1,1,1,1,0,0,0,0,0,2,More
1389124,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Somewhat,Yes,14,5,Yes,10,2,7,1,5,Yes,...better.,Somewhat important,About the same,75,Yes,0,1,1,0,1,0,0,1,0,0,10,More
1389135,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,16,5,Yes,7,24,8,5,5,No,...better.,Somewhat important,About the same,0,Yes,1,1,1,1,1,0,0,1,1,1,5,More
1389157,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Not at all,Yes,16,5,Yes,5,2,6,5,3,No,...better.,Not too important,About the same,20,No,1,1,1,0,1,0,1,1,1,1,3,More
1389158,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),38,Sole motivating factor,Yes,15,17,No,"",2,7,2,2,No,...better.,Somewhat important,About the same,40,Yes,1,1,1,1,0,0,0,1,1,0,2,More
1389159,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),30,Somewhat,Yes,8,9,Yes,8,4,7,3,5,No,...better.,Somewhat important,Better off,200,Yes,0,1,1,1,1,0,0,1,1,1,5,More
1389179,46,Some College,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,7,10,No,"",2,6,1,1,No,...better.,Very important,Better off,76,Yes,1,1,0,0,1,0,0,1,0,0,1,More
1389229,30,Bachelor's Degree,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),50,Sole motivating factor,Yes,3,10,Yes,5,6,6,2,3,No,...better.,Very important,About the same,0,Yes,1,1,1,1,1,0,1,1,0,0,3,More
1389537,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,15,15,Yes,5,3,8,8,3,No,...better.,Very important,About the same,20,Yes,1,1,1,1,1,0,0,1,1,1,0,More
1389648,52,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,2.5,3,8,4,2.5,No,...better.,Extremely important,Worse off,10,Yes,1,0,0,0,1,0,0,0,0,0,2,More
1389735,23,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Sole motivating factor,Yes,9,6,Yes,6,1,5,2,4,No,...better.,Not too important,Better off,50,Yes,1,1,1,1,1,0,0,0,0,0,3,Not much impact
1389736,21,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),6,Somewhat,Yes,7,12,No,"",5,10,6,3,No,...better.,Not too important,About the same,20,Yes,1,1,1,0,1,1,0,1,0,1,6,More
1389742,21,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),30,Somewhat,Yes,12,30,No,"",5,6,6,10,No,...better.,Somewhat important,Worse off,1,Yes,1,1,1,0,0,0,0,1,0,0,10,More
1389758,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Sole motivating factor,Yes,16,3,Yes,7,1,6,6,4,No,...better.,Very important,Worse off,20,Yes,1,1,1,0,1,0,0,1,1,1,2,More
1389762,63,Graduate or Professional Degree,Divorced/Separated,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),30,Somewhat,No,"","",No,"",1,6,5,2,No,...better.,Not too important,About the same,60,Yes,1,0,0,0,1,0,0,0,0,0,1,More
1389777,25,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),35,Sole motivating factor,Yes,12,15,No,"",2,7,12,2,No,...better.,Not too important,Worse off,200,Yes,0,1,0,0,0,0,0,1,0,0,2,More
1389831,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Somewhat,Yes,6,8,No,"",6,8,5,5,No,...better.,Somewhat important,Better off,50,No,0,1,1,0,1,0,0,0,0,0,5,More
1389913,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,12,3,Yes,7,3,8,1,2,No,...better.,Very important,Worse off,10,Yes,0,1,0,1,1,0,0,1,1,0,1,More
1390428,26,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),5,Somewhat,Yes,4,9,No,"",4,7,1,1,No,...better.,Very important,Better off,50,No,1,0,1,0,1,0,0,0,0,0,1,More
1390662,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,15,10,Yes,10,2,8,2,5,Yes,...better.,Somewhat important,About the same,50,Yes,1,1,1,0,1,0,0,1,0,0,4,More
1390992,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Somewhat,Yes,13,4,Yes,4,2,7,5,8,No,...better.,Somewhat important,About the same,50,Yes,1,1,1,1,1,0,1,1,0,1,6,More
1390998,35,High School Diploma,Married,Millennials (Born 1981-1995),Employed Part-Time (not self-employed),24,Somewhat,Yes,10,24,Yes,14,2,6,6,4,No,...better.,Extremely important,Worse off,25,Yes,1,0,1,0,0,0,0,1,1,0,2,More
1391050,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),34,Not at all,Yes,6,10,No,"",2,7,2,2,No,...better.,Somewhat important,About the same,15,Yes,1,1,1,0,0,0,0,1,1,0,2,More
1391160,10,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Sole motivating factor,Yes,6,6,No,5,4,13,12,10,No,...better.,Somewhat important,Worse off,100,Yes,1,1,1,1,1,0,0,1,1,1,3,More
1391259,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Sole motivating factor,Yes,10,5,No,"",3,6,1,5,No,...better.,Somewhat important,Worse off,50,Yes,0,1,1,0,1,0,0,1,1,1,4,More
1391319,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,4,4,Yes,10,2,7,4,2,No,...better.,Extremely important,About the same,156,Yes,1,1,1,0,0,0,0,1,1,1,0.5,Less
1391810,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),27,Somewhat,Yes,13,7,Yes,9,2,7,1,2,No,...better.,Somewhat important,Worse off,50,Yes,1,1,1,0,1,1,0,1,0,1,2,More
1391865,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,17,80,No,"",6,7,2.5,1.5,No,...better.,Somewhat important,Worse off,40,Yes,0,0,0,0,1,0,0,0,0,0,2,More
1392631,58,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Somewhat,Yes,3,4,No,"",1,8,4,1,No,...worse.,Somewhat important,Better off,40,No,1,1,0,1,1,0,0,0,0,0,0.5,More
1393059,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),17,Sole motivating factor,Yes,13,10,Yes,8,2,8.5,6,4,No,...about the same.,Not too important,Worse off,0,Yes,1,1,1,1,1,0,0,1,0,0,3,More
1393060,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,21,20,Yes,21,1.5,8,2,1,Yes,...better.,Somewhat important,Worse off,10,Yes,1,1,1,1,0,0,0,1,1,1,3,More
1393061,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Not at all,Yes,17,18,Yes,8,1,8,2,3,Yes,...better.,Not too important,About the same,20,Yes,0,1,1,0,0,0,0,1,1,1,2,More
1393063,19,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,40,Not at all,Yes,13,2,Yes,12,1,6,1,4,No,...better.,Not at all important,About the same,110,Yes,1,1,1,1,1,1,0,1,0,1,9,More
1393064,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),27,Sole motivating factor,Yes,13,0,Yes,15,2,8,4,10,No,...better.,Somewhat important,Better off,3,Yes,0,1,1,1,1,0,0,1,0,0,5,Not much impact
1393065,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,15,12,Yes,6,2,8,2,2,No,...about the same.,Not too important,Better off,30,No,1,1,1,1,1,0,0,1,1,0,1,More
1393067,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Somewhat,Yes,8,2,Yes,4,4,8,7,7,No,...better.,Somewhat important,Better off,90,No,0,1,1,0,0,0,0,1,0,0,7,More
1393068,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Not at all,Yes,12,8,Yes,"",2,8,4,1.5,No,...better.,Somewhat important,Worse off,70,Yes,1,1,1,0,1,0,0,1,1,1,1,More
1393069,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,14,4,Yes,10,1,8,6,6,No,...better.,Not too important,About the same,50,Yes,0,1,1,1,1,0,0,1,0,1,1,More
1393070,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,16,20,Yes,10,3,8,1,2,No,...better.,Not too important,Worse off,30,Yes,0,1,1,1,1,0,0,1,1,0,2,Not much impact
1393071,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,8,6,No,"",4,10,6,6,No,...better.,Somewhat important,Better off,30,Yes,1,1,1,1,1,0,0,1,1,0,6,More
1393072,28,Some College,Never been married,Millennials (Born 1981-1995),Employed Part-Time (not self-employed),18,Somewhat,Yes,4,16,Yes,"",1.5,7,2,3,No,...better.,Very important,Worse off,50,Yes,1,1,1,1,1,0,0,1,1,0,2,More
1393073,20,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,12,30,No,"",1,6,1,1,No,...better.,Somewhat important,Better off,40,Yes,0,0,1,0,0,0,0,1,0,0,1,More
1393074,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,13,16,Yes,12,3,7,2,5,No,...better.,Very important,Better off,0,Yes,0,1,1,1,1,0,0,1,0,0,5,More
1393075,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),24,Sole motivating factor,Yes,12,10,Yes,12,3,6,2,7,No,...worse.,Somewhat important,About the same,20,Yes,1,1,1,1,1,0,1,1,1,1,6,More
1393076,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Sole motivating factor,Yes,13,20,No,"",5,8,2,7,No,...better.,Somewhat important,About the same,50,Yes,1,1,1,0,1,0,0,1,0,0,5,More
1393077,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,13,10,No,"",3,5,3,5,No,...about the same.,Somewhat important,About the same,20,Yes,0,1,1,1,1,0,0,1,1,0,2,More
1393078,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Sole motivating factor,Yes,7,5,No,"",2,8,4,3,No,...better.,Very important,About the same,30,No,0,1,1,0,1,0,0,0,1,0,2,More
1393079,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),26,Somewhat,Yes,10,24,Yes,18,2,7,1,1,No,...better.,Extremely important,Worse off,0,Yes,0,1,1,1,1,0,0,0,0,0,1,More
1393213,28,Some College,Never been married,Millennials (Born 1981-1995),Employed Part-Time (not self-employed),"",Somewhat,Yes,4,16,Yes,2.5,1.5,7,2,3,No,...better.,Very important,Worse off,35,Yes,1,1,1,1,1,1,0,1,1,0,1.5,More
1393969,17,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Sole motivating factor,Yes,14,15,No,"",2,8,5,5,No,...about the same.,Not too important,About the same,30,Yes,1,1,1,1,0,0,0,1,0,0,5,More
1393971,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,16,10,Yes,7,1,7,3,3,No,...better.,Somewhat important,About the same,30,Yes,1,1,1,1,1,0,0,1,1,1,4,Less
1393972,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,13,10,Yes,"",2,8,3,5,No,...better.,Not too important,Better off,0,Yes,0,1,1,0,1,0,0,1,0,1,2,More
1393973,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,16,15,Yes,15,1,6,1,1,No,...better.,Not too important,Better off,4,No,0,1,1,1,1,0,0,1,0,0,1,More
1393974,23,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,8,20,No,"",1,3,3,0,No,...better.,Very important,Better off,4,Yes,0,0,0,0,1,1,1,0,0,0,0,More
1393975,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Somewhat,Yes,13,15,Yes,8,1,7,8,10,Yes,...better.,Somewhat important,About the same,100,Yes,0,1,1,0,1,0,0,1,1,0,10,More
1393976,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Not at all,Yes,12,15,Yes,10,2,6,2,2,No,...better.,Very important,About the same,30,Yes,0,1,1,1,1,0,0,1,1,0,2,More
1393989,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Sole motivating factor,Yes,17,20,Yes,10,15,23,12,20,No,...about the same.,Extremely important,Better off,12,Yes,0,1,1,0,0,0,0,0,0,0,16,More
1394050,22,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),36,Sole motivating factor,Yes,11,30,Yes,6,4,6,1,5,No,...better.,Very important,Better off,100,Yes,0,1,1,1,0,0,0,1,1,0,5,More
1394396,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,18,9,No,2,3,8,4,4,No,...better.,Extremely important,About the same,29,Yes,1,1,1,1,1,1,1,1,1,1,3,More
1397139,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,10,Yes,15,1,8,3,2,No,...better.,Very important,About the same,50,Yes,1,1,1,1,1,0,0,1,0,1,2,More
1403069,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,11,14,No,"",2,6,1,2,No,...better.,Somewhat important,Better off,5,No,0,0,1,0,1,0,0,0,1,0,1,More
1403070,22,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"",Sole motivating factor,Yes,18,52,Yes,3,2,8,4,0,No,...better.,Somewhat important,About the same,10,Yes,0,0,0,0,1,1,1,0,1,0,4,More
1403072,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"",Sole motivating factor,Yes,14,21,Yes,3,4,7,4,4,No,...better.,Very important,Worse off,20,Yes,0,1,1,0,1,0,0,0,0,0,4,More
1403081,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,17,7,Yes,8,1,6,3,1,No,...worse.,Somewhat important,Worse off,15,Yes,0,1,1,1,1,0,0,1,0,1,2,More
